Store Name,Ownership Type,City,Country,Longitude,Latitude
Target Farmington T-952,Licensed,Farmington,US,-108.15,36.77
"Main & Largo, Farmington",Company Owned,Farmington,US,-108.15,36.76
Safeway-Gallup #1743,Licensed,Gallup,US,-108.76,35.54
Albertsons - Hobbs #680,Licensed,Hobbs,US,-103.14,32.73
Lovington Hwy & Joe Harvey,Company Owned,Hobbs,US,-103.16,32.74
"Valley & Rigsby, Las Cruces",Company Owned,Las Cruces,US,-106.78,32.29
"University & Espina, Las Cruces",Company Owned,Las Cruces,US,-106.76,32.28
Target Las Cruces T-769,Licensed,Las Cruces,US,-106.75,32.31
"Telshore & Commerce, Las Cruces",Company Owned,Las Cruces,US,-106.77,32.35
I-25 & Lohman,Company Owned,Las Cruces,US,-106.74,32.32
Smith's -Los Alamos #467,Licensed,Los Alamos,US,-106.29,35.88
Central Ave - Los Alamos,Company Owned,Los Alamos,US,-106.3,35.88
"NM 6 & Emilio Lopez, Los Lunas",Company Owned,Los Lunas,US,-106.76,34.81
Albertsons - Rio Rancho 923,Licensed,Rio Rancho,US,-106.58,35.32
1761 Rio Rancho Blvd,Company Owned,Rio Rancho,US,-106.66,35.23
"Southern & Unser, Rio Rancho",Company Owned,Rio Rancho,US,-106.7,35.24
"NM 528 and Rockaway, Rio Rancho",Company Owned,Rio Rancho,US,-106.64,35.26
Rio Rancho - 528 and Southern,Company Owned,Rio Rancho,US,-106.66,35.24
"Main & College, Roswell",Company Owned,Roswell,US,-104.52,33.41
Albertsons-Roswell #990,Licensed,Roswell,US,-104.52,33.38
"Sudderth & Navajo, Ruidoso",Company Owned,Ruidoso,US,-105.68,33.33
St. Francis & Cerrillos,Company Owned,Santa Fe,US,-105.95,35.68
Smiths-Santa Fe #491,Licensed,Santa Fe,US,-105.96,35.65
106 W. San Francisco,Company Owned,Santa Fe,US,-105.94,35.69
Albertsons-Santa Fe #987,Licensed,Santa Fe,US,-105.96,35.65
DeVargas Center - Santa Fe,Company Owned,Santa Fe,US,-105.95,35.69
"Cerrillos & Zafarano, Santa Fe",Company Owned,Santa Fe,US,-106.01,35.64
Target Santa Fe T-1034,Licensed,Santa Fe,US,-106.01,35.64
Cerrillos & Las Soleras,Company Owned,Santa Fe,US,-106.03,35.62
Albertsons - Santa Fe #927,Licensed,Santa Fe,US,-105.95,35.69
Albersons-Santa Fe #986,Licensed,Santa Fe,US,-106.01,35.64
Nevada Hwy & Buchanan,Company Owned,Boulder City,US,-114.85,35.97
Carson Tahoe Health,Licensed,Carson City,US,-119.78,39.2
Hwy 395 & Rhodes St - Carson Cty,Company Owned,Carson City,US,-119.77,39.15
Carson St & College Pkwy-Carson Cty,Company Owned,Carson City,US,-119.77,39.19
Williams & State - Carson City,Company Owned,Carson City,US,-119.75,39.17
Hwy 395 & Topsy - Carson City,Company Owned,Carson City,US,-119.78,39.11
College Pky & Retail Dr-Carson Cty,Company Owned,Carson City,US,-119.76,39.19
Pine Cone Rd & Hwy 50 - Dayton,Company Owned,Dayton,US,-119.58,39.26
Red Lion Hotel & Casino @ Elko,Licensed,Elko,US,-115.75,40.85
Mountain City Hwy & Aspen - Elko,Company Owned,Elko,US,-115.79,40.83
Safeway - Fallon #1517,Licensed,Fallon,US,-118.79,39.48
Chisholm Crossing - Fernley,Company Owned,Fernley,US,-119.22,39.61
Hwy 395 & Waterloo Ln -Gardnerville,Company Owned,Gardnerville,US,-119.74,38.94
Vons-Henderson #1795,Licensed,Henderson,US,-115.1,35.98
Albertsons - Henderson #3205,Licensed,Henderson,US,-114.96,36.01
Stephanie & Wigwam,Company Owned,Henderson,US,-115.05,36.04
"Warm Springs & Julia, Henderson",Company Owned,Henderson,US,-115.04,36.06
Sunset Station,Licensed,Henderson,US,-115.04,36.06
Valle Verde & Paseo Verde,Company Owned,Henderson,US,-115.06,36.02
Pebble Marketplace,Company Owned,Henderson,US,-115.09,36.03
"Horizon & College, Henderson",Company Owned,Henderson,US,-114.96,36.01
Vons-Henderson #2511,Licensed,Henderson,US,-115.1,36.04
Stations @ Fiesta Henderson-Valet E,Licensed,Henderson,US,-115.01,36.03
"St. Rose & Seven HIlls, Henderson",Company Owned,Henderson,US,-115.13,36
Stephanie & Horizon Ridge,Company Owned,Henderson,US,-115.05,36.02
Bicentennial & Sun City Anthem,Company Owned,Henderson,US,-115.12,35.94
Horizon Ridge & Green Valley,Company Owned,Henderson,US,-115.08,36
Eastern & Coronado Center,Company Owned,Henderson,US,-115.11,36
Target Henderson SW T-2568,Licensed,Henderson,US,-115.08,36
Green Valley & Warm Springs,Company Owned,Henderson,US,-115.08,36.06
Albertsons - Henderson #3206,Licensed,Henderson,US,-114.98,36.04
Smith's-Henderson #346,Licensed,Henderson,US,-115.1,36
"Galleria at Sunset, Henderson",Company Owned,Henderson,US,-115.04,36.07
Albertsons-Henderson #6002,Licensed,Henderson,US,-115.05,36.02
Vons - Henderson #2615,Licensed,Henderson,US,-114.99,36.01
Target Henderson South T-2404,Licensed,Henderson,US,-114.99,36.04
Green Valley Ranch,Licensed,Henderson,US,-115.09,36.02
"Marks & Sunset, Henderson",Company Owned,Henderson,US,-115.04,36.07
Tahoe & Village - Incline Village,Company Owned,Incline Village,US,-119.95,39.25
Flamingo & Arville,Company Owned,Las Vegas,US,-115.2,36.12
Vons-Las Vegas #2390,Licensed,Las Vegas,US,-115.15,36.04
Teavana - Fashion Show,Company Owned,Las Vegas,US,-115.17,36.13
Albertsons-Las Vegas #6012,Licensed,Las Vegas,US,-115.28,36.22
Aria Hotel and Casino-Promenade,Licensed,Las Vegas,US,-115.18,36.11
Golden Nugget Casino,Licensed,Las Vegas,US,-115.14,36.17
Harrahs Casino LV 2nd Flr Lobby Int,Licensed,Las Vegas,US,-115.17,36.12
"Rainbow & Warm Springs, Las Vegas",Company Owned,Las Vegas,US,-115.24,36.06
Boulder Station Hotel and Casino-Lo,Licensed,Las Vegas,US,-115.08,36.13
Target Las Vegas T-1462,Licensed,Las Vegas,US,-115.27,36.28
Caesars Palace - Cypress court,Licensed,Las Vegas,US,-115.17,36.11
Monte Carlo Food Ct,Licensed,Las Vegas,US,-115.18,36.1
Teavana - Shops at Summerlin Centre,Company Owned,Las Vegas,US,-115.33,36.15
Tropicana Hotel Lobby,Licensed,Las Vegas,US,-115.17,36.1
Albertsons-Las Vegas #6016,Licensed,Las Vegas,US,-115.32,36.16
Golden Nugget Las Vegas West Lobby,Licensed,Las Vegas,US,-115.14,36.17
Grand Bazaar,Company Owned,Las Vegas,US,-115.17,36.11
Target Las Vegas NW T-826,Licensed,Las Vegas,US,-115.25,36.22
Mandalay Bay Hotel - LV - Kona Cafe,Licensed,Las Vegas,US,-115.17,36.09
MGM Grand - Buffet,Licensed,Las Vegas,US,-115.17,36.1
Vons-Las Vegas #1970,Licensed,Las Vegas,US,-115.28,36.13
Spring Mountain & Valley View,Company Owned,Las Vegas,US,-115.19,36.13
Albertsons - Las Vegas #6060,Licensed,Las Vegas,US,-115.35,36.16
Westin Las Vegas,Licensed,Las Vegas,US,-115.17,36.12
"Tenaya & Azure, Las Vegas",Company Owned,Las Vegas,US,-115.25,36.27
Smith's - Las Vegas #385,Licensed,Las Vegas,US,-115.28,36.2
"Durango & Elkhorn, Las Vegas",Company Owned,Las Vegas,US,-115.29,36.29
Treasure Island - Annex,Licensed,Las Vegas,US,-115.17,36.12
Stratosphere Hotel & Casino Lobby,Licensed,Las Vegas,US,-115.15,36.15
Albertsons-Las Vegas #6021,Licensed,Las Vegas,US,-115.31,36.12
"Craig & Jones, Las Vegas",Company Owned,Las Vegas,US,-115.23,36.24
"Cactus & Southern Highland, LV",Company Owned,Las Vegas,US,-115.21,36
The Linq,Licensed,Las Vegas,US,-115.17,36.12
"Tropicana & Boulder Hwy, Las Vegas",Company Owned,Las Vegas,US,-115.05,36.1
Palace Stn Hotel & Casino RELO,Licensed,Las Vegas,US,-115.18,36.14
"Maryland & Windmill, Las Vegas",Company Owned,Las Vegas,US,-115.14,36.04
Planet Hollywood Lobby,Licensed,Las Vegas,US,-115.17,36.11
Target Las Vegas Far SW T-1524,Licensed,Las Vegas,US,-115.31,36.11
"Rancho & Bonanza, Las Vegas",Company Owned,Las Vegas,US,-115.18,36.18
Red Rock Station - Food Court,Licensed,Las Vegas,US,-115.33,36.16
Sahara & Rye,Company Owned,Las Vegas,US,-115.19,36.14
Smiths - Las Vegas #332,Licensed,Las Vegas,US,-115.28,36.29
The Signature @ MGM,Licensed,Las Vegas,US,-115.17,36.11
Sahara & Decatur,Company Owned,Las Vegas,US,-115.21,36.14
Vons-Las Vegas #2614,Licensed,Las Vegas,US,-115.28,36.05
LAS Terminal A4,Licensed,Las Vegas,US,-115.15,36.08
Albertsons-Las Vegas #6018,Licensed,Las Vegas,US,-115.25,36.24
Rancho Town & Country,Company Owned,Las Vegas,US,-115.17,36.16
Eastern & Russell,Company Owned,Las Vegas,US,-115.12,36.09
Target Las Vegas N Decatur T-2569,Licensed,Las Vegas,US,-115.21,36.28
Luxor Hotel and Casino - Las Vegas,Licensed,Las Vegas,US,-115.18,36.09
Albertsons-Las Vegas #6046,Licensed,Las Vegas,US,-115.25,36.16
Smith's-Las Vegas #311,Licensed,Las Vegas,US,-115.24,36.04
Silverton Casino & Hotel off Lobby,Licensed,Las Vegas,US,-115.18,36.04
"Durango & Farm, Las Vegas",Company Owned,Las Vegas,US,-115.28,36.3
"Rainbow & Silverstream, Las Vegas",Company Owned,Las Vegas,US,-115.24,36.18
LAS Term C,Licensed,Las Vegas,US,-115.15,36.08
UNLV - Student Union,Licensed,Las Vegas,US,-115.14,36.11
MGM Grand,Licensed,Las Vegas,US,-115.17,36.1
"LAS Term 3, Conc D, Gates 31-43",Licensed,Las Vegas,US,-115.14,36.06
Target Las Vegas/Blue Dimond T-2164,Licensed,Las Vegas,US,-115.2,36.04
"Sahara & Nellis, Las Vegas",Company Owned,Las Vegas,US,-115.07,36.14
Summerhill Plaza,Company Owned,Las Vegas,US,-115.26,36.2
Fashion Show Mall (Exterior),Company Owned,Las Vegas,US,-115.17,36.13
Red Rock Station - Lobby,Licensed,Las Vegas,US,-115.33,36.16
Crystals Mall at City Center - POD,Licensed,Las Vegas,US,-115.17,36.11
Albertsons-Las Vegas #6009,Licensed,Las Vegas,US,-115.28,36.3
"Eastern & Bonanza, Las Vegas",Company Owned,Las Vegas,US,-115.12,36.17
Target Las Vegas T-1207,Licensed,Las Vegas,US,-115.29,36.16
Albertsons-Las Vegas #6006,Licensed,Las Vegas,US,-115.14,36.01
Flamingo & Howard Hughes Pkwy,Company Owned,Las Vegas,US,-115.16,36.11
Vdara Hotel Silk Road,Licensed,Las Vegas,US,-115.18,36.11
Caesars Palace-Augustus Towers,Licensed,Las Vegas,US,-115.18,36.12
Fashion Show Mall,Company Owned,Las Vegas,US,-115.17,36.13
"LAS Term 1, Gate B-4",Licensed,Las Vegas,US,-115.15,36.08
S. Durango Dr. and W. Arby Ave.,Company Owned,Las Vegas,US,-115.28,36.06
LAS-T3-International Food Court,Licensed,Las Vegas,US,-115.15,36.08
"Las Vegas & Windmill, Las Vegas",Company Owned,Las Vegas,US,-115.17,36.04
Harrahs Casino LV Club Cappuccino,Licensed,Las Vegas,US,-115.17,36.11
LAS Esplanade,Licensed,Las Vegas,US,-115.15,36.08
New York New York - Exterior,Licensed,Las Vegas,US,-115.17,36.1
Caesars Palace Forum Shops Mall,Company Owned,Las Vegas,US,-115.17,36.12
Smiths - Las Vegas Ls #354,Licensed,Las Vegas,US,-115.09,36.12
McCarran Center,Company Owned,Las Vegas,US,-115.15,36.06
Albertsons-Las Vegas #6091,Licensed,Las Vegas,US,-115.05,36.16
VONS - Las Vegas #3333,Licensed,Las Vegas,US,-115.31,36.19
"Rampart & Lake Mead, Las Vegas",Company Owned,Las Vegas,US,-115.28,36.2
Tropicana & Ft. Apache,Company Owned,Las Vegas,US,-115.3,36.1
Albertsons-Las Vegas #6004,Licensed,Las Vegas,US,-115.28,36.12
MGM Resorts Retail @ Mandarin Hotel,Licensed,Las Vegas,US,-115.17,36.11
"Eastern & Pebble, Las Vegas",Company Owned,Las Vegas,US,-115.12,36.03
Circus Cirus @ MGM Resorts,Licensed,Las Vegas,US,-115.17,36.14
"LAS Term 3, Concourse D Rotunda",Licensed,Las Vegas,US,-115.14,36.06
New York New York-Upstairs Lobby,Licensed,Las Vegas,US,-115.18,36.1
LAS-T3-Pre Security,Licensed,Las Vegas,US,-115.15,36.08
Albertsons-Las Vegas #6005,Licensed,Las Vegas,US,-115.18,36.26
MLK & Mariah,Company Owned,Las Vegas,US,-115.16,36.19
Smith's-Las Vegas #347,Licensed,Las Vegas,US,-115.31,36.16
Rio Hotel & Casino Star Deli,Licensed,Las Vegas,US,-115.19,36.12
Las Vegas Premium South Outlets,Company Owned,Las Vegas,US,-115.17,36.05
"4th & Lewis, Las Vegas",Company Owned,Las Vegas,US,-115.14,36.17
Teavana - Venetian Grand Canal,Company Owned,Las Vegas,US,-115.17,36.12
"Sandhill & Flamingo, Las Vegas",Company Owned,Las Vegas,US,-115.09,36.11
Target Las Vegas Flamingo T-265,Licensed,Las Vegas,US,-115.14,36.12
MGM Restaurant Walk,Licensed,Las Vegas,US,-115.17,36.1
The Shops @ Summerlin Centre,Licensed,Las Vegas,US,-115.33,36.13
Santa Fe Station Hotel and Casino,Licensed,Las Vegas,US,-115.24,36.25
Albertsons - Las Vegas #6032,Licensed,Las Vegas,US,-115.21,36.03
"Rainbow at Flamingo, Las Vegas",Company Owned,Las Vegas,US,-115.24,36.12
"Jones & Badura, Las Vegas",Company Owned,Las Vegas,US,-115.22,36.06
"Hualapia & Desert Inn, Las Vegas",Company Owned,Las Vegas,US,-115.31,36.13
Albertsons-Las Vegas #6011,Licensed,Las Vegas,US,-115.26,36.19
Elara @ Hilton Grand Vacations-Las,Licensed,Las Vegas,US,-115.17,36.11
"Charleston & Rampart, Las Vegas",Company Owned,Las Vegas,US,-115.29,36.16
Cosmopolitan Las Vegas-Casino FL,Licensed,Las Vegas,US,-115.17,36.11
"4780 S. Maryland Pkwy., Las Vegas",Company Owned,Las Vegas,US,-115.14,36.1
Albertsons - Las Vegas #6029,Licensed,Las Vegas,US,-115.22,36.1
LAS Arrival Baggage Claim,Licensed,Las Vegas,US,-115.15,36.09
"Centennial & I-95, Las Vegas",Company Owned,Las Vegas,US,-115.27,36.27
"Rainbow & Oakey, Las Vegas",Company Owned,Las Vegas,US,-115.24,36.15
Excalibur - Las Vegas Food Court,Licensed,Las Vegas,US,-115.17,36.1
LAS Terminal D,Licensed,Las Vegas,US,-115.14,36.08
Planet Hollywood Casino Floor Level,Licensed,Las Vegas,US,-115.17,36.11
Luxor Hotel and Casino - Photo Shop,Licensed,Las Vegas,US,-115.18,36.09
Treasure Island Hotel & Casino,Licensed,Las Vegas,US,-115.17,36.12
Las Vegas Conv Ctr - Food Court,Licensed,Las Vegas,US,-115.15,36.13
Las Vegas Premium Outlets,Company Owned,Las Vegas,US,-115.16,36.16
Charleston & Town Center Dr,Company Owned,Las Vegas,US,-115.32,36.16
Trails Village Center - Summerlin,Company Owned,Las Vegas,US,-115.3,36.19
Teavana - Las Vegas Town Square,Company Owned,LAS VEGAS,US,-115.17,36.07
"Paradise & Sahara, Las Vegas",Company Owned,Las Vegas,US,-115.15,36.14
LAS - T3 Baggage Claim,Licensed,Las Vegas,US,-115.15,36.08
LAS D 52,Licensed,Las Vegas,US,-115.14,36.08
Las Vegas - Decatur and Hwy 215,Company Owned,Las Vegas,US,-115.21,36.27
Charleston & Decatur,Company Owned,Las Vegas,US,-115.21,36.16
Las Vegas Premium Outlets North,Company Owned,Las Vegas,US,-115.16,36.17
"Desert Inn & Eastern, Las Vegas",Company Owned,Las Vegas,US,-115.12,36.13
Tropicana and S. Eastern,Company Owned,Las Vegas,US,-115.12,36.1
Albertsons-Las Vegas #6076,Licensed,Las Vegas,US,-115.24,36.05
"Flamingo & Eastern, Las Vegas",Company Owned,Las Vegas,US,-115.12,36.12
Mirage Hotel and Casino,Licensed,Las Vegas,US,-115.17,36.12
LAS D East,Licensed,Las Vegas,US,-115.15,36.08
Albertsons-Las Vegas #6090,Licensed,Las Vegas,US,-115.25,36.26
"Rainbow & Sunset, Las Vegas",Company Owned,Las Vegas,US,-115.24,36.07
Tropicana & Decatur Blvd.,Company Owned,Las Vegas,US,-115.21,36.1
"Craig & Tenaya, Las Vegas",Company Owned,Las Vegas,US,-115.25,36.24
Rio Java,Licensed,Las Vegas,US,-115.19,36.12
"Cheyenne & Shady Timber, Las Vegas",Company Owned,Las Vegas,US,-115.32,36.22
"Ft. Apache & Patrick, Las Vegas",Company Owned,Las Vegas,US,-115.3,36.08
Smiths-Las Vegas #334,Licensed,Las Vegas,US,-115.12,36.28
JW Marriott,Licensed,Las Vegas,US,-115.29,36.18
Luxor Hotel and Casino Intl Grounds,Licensed,Las Vegas,US,-115.18,36.09
Excalibur Hotel & Casino - Las Vega,Licensed,Las Vegas,US,-115.18,36.1
Albertsons-Las Vegas #6061,Licensed,Las Vegas,US,-115.21,36.24
"Flamingo & I-215, Las Vegas",Company Owned,Las Vegas,US,-115.3,36.11
Mandalay Bay Hotel - Las Vegas - Ma,Licensed,Las Vegas,US,-115.17,36.09
Sahara & Ft. Apache,Company Owned,Las Vegas,US,-115.3,36.14
Harrahs Laughlin Club Cappucino,Licensed,Laughlin,US,-114.58,35.14
Golden Nugget - Laughlin,Licensed,Laughlin,US,-114.57,35.15
Virgin River Hotel & Casino,Licensed,Mesquite,US,-114.07,36.81
Hwy 395 - Minden,Company Owned,Minden,US,-119.78,38.96
Smith's - North Las Vegas #338,Licensed,N Las Vegas,US,-115.18,36.29
Nellis AFB,Licensed,Nellis AFB,US,-115.05,36.24
"Craig & Losee, North Las Vegas",Company Owned,North Las Vegas,US,-115.12,36.24
"Aliante & I-215, North Las Vegas",Company Owned,North Las Vegas,US,-115.18,36.29
"Lake Mead & McDaniel, N LV",Company Owned,North Las Vegas,US,-115.12,36.2
Texas Hotel & Casino,Licensed,North Las Vegas,US,-115.19,36.2
Ann & Camino Al Norte,Company Owned,North Las Vegas,US,-115.16,36.26
"Cheyenne & MLK, North Las Vegas",Company Owned,North Las Vegas,US,-115.16,36.22
Target N.L.V. Deer Springs T-2497,Licensed,North Las Vegas,US,-115.13,36.29
Aliante Casino and Hotel - Main Flo,Licensed,North Las Vegas,US,-115.18,36.29
Albertsons-Pahrump #6041,Licensed,Pahrump,US,-115.99,36.22
Primm Center Travel Lodge II,Licensed,Primm,US,-115.39,35.61
Primadonna Resorts Travel Plaza,Licensed,Primm,US,-115.39,35.61
Damonte Ranch & Steamboat Pkwy-Reno,Company Owned,Reno,US,-119.74,39.42
Buck & Lemmon - Reno,Company Owned,Reno,US,-119.85,39.61
S Virginia & Sierra Ctr Pky - Reno,Company Owned,Reno,US,-119.78,39.47
The Summit at Sierra - Reno,Company Owned,Reno,US,-119.75,39.4
Renown Business,Licensed,Reno,US,-119.8,39.53
Safeway - Reno #1210,Licensed,Reno,US,-119.87,39.53
McCarran & Lakeside - Reno,Company Owned,Reno,US,-119.81,39.48
I80 and North McCarran Blvd - Reno,Company Owned,Reno,US,-119.86,39.53
5th & Nevada - Reno,Company Owned,Reno,US,-119.82,39.53
Silver Legacy Hotel and Casino,Licensed,Reno,US,-119.81,39.53
Kietzke & S. Virginia - Reno,Company Owned,Reno,US,-119.79,39.48
Meadowood Mall,Company Owned,Reno,US,-119.78,39.47
S. Meadows & Double R - Reno,Company Owned,Reno,US,-119.76,39.44
Damonte Ranch & Virginia - Reno,Company Owned,Reno,US,-119.75,39.42
Longley & McCarran - Reno,Company Owned,Reno,US,-119.76,39.47
Harrahs Reno,Licensed,Reno,US,-119.81,39.53
7th & Keystone - Reno,Company Owned,Reno,US,-119.83,39.53
Robb & Mae Anne - Reno,Company Owned,Reno,US,-119.88,39.53
S. Virginia and Liberty-Reno,Company Owned,Reno,US,-119.81,39.52
McCarran & Hwy 395 - Reno,Company Owned,Reno,US,-119.78,39.56
Robb and Sharlands - Reno,Company Owned,Reno,US,-119.89,39.52
Plumb & Arlington - Reno,Company Owned,Reno,US,-119.82,39.51
Target Reno T-1363,Licensed,Reno,US,-119.78,39.47
Caughlin & McCarran - Reno,Company Owned,Reno,US,-119.85,39.48
Mount Rose Hwy & Wedge Pkwy - Reno,Company Owned,Reno,US,-119.77,39.39
University of Nevada Reno Student U,Licensed,Reno,US,-119.82,39.55
Grand Sierra Resort,Licensed,Reno,US,-119.78,39.52
S McCarran & E Greg St - Sparks,Company Owned,Sparks,US,-119.74,39.52
Target Sparks South T-2472,Licensed,Sparks,US,-119.72,39.53
Sparks & Prater - Sparks,Company Owned,Sparks,US,-119.72,39.54
Nugget Casino Resort,Licensed,Sparks,US,-119.76,39.53
McCarran & Pyramid - Sparks,Company Owned,Sparks,US,-119.75,39.56
Pyramid & Disc - Sparks,Company Owned,Sparks,US,-119.74,39.58
Vista Blvd & Wingfield Hills-Sparks,Company Owned,Sparks,US,-119.7,39.61
Safeway-Sparks #2656,Licensed,Sparks,US,-119.7,39.56
Pyramid & Los Altos - Sparks,Company Owned,Sparks,US,-119.74,39.58
Harveys Lake Tahoe,Licensed,Stateline,US,-119.94,38.96
Harrahs Lake Tahoe,Licensed,Stateline,US,-119.94,38.96
Wendover Nugget Hotel and Casino,Licensed,Wendover,US,-114.04,40.74
Safeway - Zephyr Cove #1537,Licensed,Zephyr Cove,US,-119.94,38.99
Wolf Road,Company Owned,Albany,US,-73.82,42.71
Crossgates Mall,Company Owned,Albany,US,-73.85,42.69
Target Colonie T-1268,Licensed,Albany,US,-73.82,42.71
North Pearl Street,Company Owned,Albany,US,-73.75,42.65
College St. Rose,Licensed,Albany,US,-73.79,42.66
New Scotland Avenue,Company Owned,Albany,US,-73.78,42.65
ALB Concourse B Times Square,Licensed,Albany,US,-73.81,42.74
Teavana - Crossgates Mall,Company Owned,ALBANY,US,-73.85,42.69
Albany Shaker Rd and Wolf Rd,Company Owned,Albany,US,-73.8,42.73
1244 Western Ave,Company Owned,Albany,US,-73.83,42.68
Stuyvesant Plaza,Company Owned,Albany,US,-73.84,42.68
Teavana - Boulevard Mall,Company Owned,Amherst,US,-78.82,42.99
"Amherst, Niagara Falls Blvd",Company Owned,Amherst,US,-78.82,43
"The Commons, SUNY Buffalo",Company Owned,Amherst,US,-78.79,43
Target Boulevard Mall T-1010,Licensed,Amherst,US,-78.82,43
Williamsville Place,Company Owned,Amherst,US,-78.73,42.98
Stop & Shop-Amityville #550,Licensed,Amityville,US,-73.41,40.67
Amityville- Broadway,Company Owned,Amityville,US,-73.43,40.7
Target Amsterdam T-2461,Licensed,Amsterdam,US,-74.19,42.96
Ardsley,Company Owned,Ardsley,US,-73.85,41.01
31-01 Broadway,Company Owned,Astoria,US,-73.93,40.76
Astoria Blvd & 31st St,Company Owned,Astoria,US,-73.92,40.77
35th Ave and 37th St,Company Owned,Astoria,US,-73.92,40.76
31-44 Steinway Street,Company Owned,Astoria,US,-73.92,40.76
31St St & Ditmars Blvd,Company Owned,Astoria,US,-73.91,40.78
Stop & Shop-Babylon #543,Licensed,Babylon,US,-73.36,40.71
Waldbaums-Baldwin Harbor-#452,Licensed,Baldwin Harbor,US,-73.61,40.64
Target Batavia T-2382,Licensed,Batavia,US,-78.21,43.01
Teavana - South Shore,Company Owned,Bay Shore,US,-73.25,40.74
Target Bay Shore T-1148,Licensed,Bay Shore,US,-73.28,40.73
Macys South Shore Mall,Licensed,Bay Shore,US,-73.24,40.74
Bayport,Company Owned,Bayport,US,-73.05,40.75
215th St. & Northern Blvd,Company Owned,Bayside,US,-73.77,40.76
251-05 Jamaica Avenue,Company Owned,Bellerose,US,-73.71,40.73
"Bethpage, Stewart Avenue",Company Owned,Bethpage,US,-73.48,40.73
Target Big Flats T-2158,Licensed,Big Flats,US,-76.87,42.15
"Binghamton, Front Street",Company Owned,Binghamton,US,-75.9,42.14
Binghamton U at Hinman Dining Hall,Licensed,Binghamton,US,-75.91,42.1
Hamburg,Company Owned,Blasdell,US,-78.81,42.79
Bohemia- Veterans Mem Hwy,Company Owned,Bohemia,US,-73.1,40.78
Briarcliff Manor,Company Owned,Briarcliff Manor,US,-73.83,41.15
Bridgehampton Village,Company Owned,Bridgehampton,US,-72.3,40.94
Twelve Corners,Company Owned,Brighton,US,-77.56,43.13
Eastchester Rd. & Morris Park Ave.,Company Owned,Bronx,US,-73.84,40.85
Throgs Neck Shopping Center,Company Owned,Bronx,US,-73.84,40.82
161st & Morris Ave,Company Owned,Bronx,US,-73.92,40.83
230th & Broadway,Company Owned,Bronx,US,-73.91,40.88
Manhattan College - Thomas Hall Stu,Licensed,Bronx,US,-73.9,40.89
Target Bronx Terminal T-2475,Licensed,Bronx,US,-73.93,40.82
Fordham Plaza,Company Owned,Bronx,US,-73.89,40.86
Metropolitan Ave & Wood Ave,Company Owned,Bronx,US,-73.86,40.84
Target Riverdale T-1798,Licensed,Bronx,US,-73.91,40.87
235th & Johnson Ave,Company Owned,Bronx,US,-73.91,40.89
Target Bronx T-2811,Licensed,Bronx,US,-73.84,40.82
225th & Kingsbridge Plaza,Company Owned,Bronx,US,-73.91,40.87
Eastchester Rd & Waters Pl,Company Owned,Bronx,US,-73.84,40.85
Bronxville,Company Owned,Bronxville,US,-73.83,40.94
LIU CW Post,Licensed,Brookfield,US,-73.62,40.81
Bay Ridge Pkwy & 3rd Ave,Company Owned,Brooklyn,US,-74.03,40.63
Target Brooklyn College,Licensed,Brooklyn,US,-73.95,40.63
Target Atlantic Terminal T-1849,Licensed,Brooklyn,US,-73.98,40.68
395 Flatbush Ave Extension,Company Owned,Brooklyn,US,-73.98,40.69
Kings Plaza Mall,Company Owned,Brooklyn,US,-73.92,40.61
394 Myrtle Ave,Company Owned,Brooklyn,US,-73.97,40.69
Macy's-Kings Plaza #6,Licensed,Brooklyn,US,-73.92,40.61
Court St & Dean St,Company Owned,Brooklyn,US,-73.99,40.69
Cropsey Ave & Hart Place,Company Owned,Brooklyn,US,-73.99,40.58
Court St & Joralemon,Company Owned,Brooklyn,US,-73.99,40.69
Smith St & Wyckoff St,Company Owned,Brooklyn,US,-73.99,40.69
164 Park Place,Company Owned,Brooklyn,US,-73.97,40.68
1417 Kings Highway,Company Owned,Brooklyn,US,-73.96,40.61
1971 86th Street,Company Owned,Brooklyn,US,-74,40.61
6 Metro Tech at Jay Street,Company Owned,Brooklyn,US,-73.99,40.69
Franklin Ave & Eastern Pkwy,Company Owned,Brooklyn,US,-73.96,40.67
514 86th St,Company Owned,Brooklyn,US,-74.03,40.62
33-42 Hillel Place,Company Owned,Brooklyn,US,-73.95,40.63
65th St & 18th Ave,Company Owned,Brooklyn,US,-73.99,40.62
Caesar's Bay Shopping Center,Company Owned,Brooklyn,US,-74,40.6
Barclays Center,Company Owned,Brooklyn,US,-73.98,40.68
348 Fulton Street,Company Owned,Brooklyn,US,-73.99,40.69
Target Brooklyn T-2850,Licensed,Brooklyn,US,-73.98,40.69
Lam Group @ Sheraton Brooklyn,Licensed,Brooklyn,US,-73.98,40.69
Main St & Front St,Company Owned,Brooklyn,US,-73.99,40.7
Flatbush Ave & Kings Hwy,Company Owned,Brooklyn,US,-73.94,40.62
Flatbush Ave Atlantic Terminal,Company Owned,Brooklyn,US,-73.98,40.68
3rd Ave & 92nd St,Company Owned,Brooklyn,US,-74.03,40.62
134 Montague Street,Company Owned,Brooklyn,US,-73.99,40.69
Gold St & Johnson Street,Company Owned,Brooklyn,US,-73.98,40.69
910 Manhattan Avenue,Company Owned,Brooklyn,US,-73.95,40.73
607 Brighton Beach Ave,Company Owned,Brooklyn,US,-73.96,40.58
154 N Seventh St,Company Owned,Brooklyn,US,-73.96,40.72
